Locations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196
102,18,34,4,13,19,19,23,10,25,28,20,35,19,18,7,20,21,22,24,29,20,33,28,39,20,22,7,35,14,24,20,28,33,20,20,19,31,24,26,20,18,27,2,10,17,30,26,11,9,28,15,22,49,30,32,21,20,24,23,32,24,6,16,23,12,23,23,24,26,20,12,25,16,33,20,22,32,14,10,18,26,29,28,19,24,24,18,21,23,10,19,33,26,10,26,22,20,24,22,28,20,0,31,22,20,25,23,35,37,20,39,18,20,29,21,20,33,20,29,28,15,26,39,28,26,24,30,24,21,19,29,29,18,46,20,16,21,32,28,10,9,25,27,31,23,6,21,20,15,14,19,16,22,36,36,21,23,23,24,12,14,18,22,26,7,10,28,30,18,7,33,32,3,18,16,24,26,36,22,36,23,24,34,23,20,30,24,30,21,17,25,12,19,22,22,16
103,18,5,30,21,16,28,8,22,10,5,11,24,20,27,24,11,11,10,13,2,12,4,22,10,19,9,24,4,16,7,15,2,4,11,11,25,23,34,6,11,28,4,32,22,16,1,12,21,22,12,18,15,18,2,2,11,10,8,12,24,12,24,16,8,20,28,8,8,4,12,18,27,27,2,16,28,2,18,20,12,6,1,12,11,8,8,22,30,8,24,17,3,36,22,5,9,10,35,12,14,11,31,0,24,12,11,15,3,6,11,10,12,12,5,10,11,23,12,2,5,18,35,11,2,16,6,13,6,10,12,2,2,19,16,11,16,10,4,8,22,21,5,4,4,10,30,11,11,17,17,16,16,35,6,6,9,8,11,8,24,24,23,10,28,24,39,4,2,20,24,4,2,33,22,23,28,35,7,15,25,8,8,22,8,14,20,6,2,9,17,9,20,12,16,12,19
104,30,25,19,26,31,10,29,15,14,28,34,49,31,12,15,22,34,13,36,24,14,26,42,29,5,16,14,26,13,32,9,24,20,25,34,3,46,12,27,27,12,28,23,12,30,24,13,17,21,12,8,37,26,26,26,14,33,17,34,46,36,16,28,16,10,36,17,23,28,15,10,37,6,21,30,4,25,10,15,11,28,24,12,22,18,20,4,11,25,14,7,26,13,13,24,16,19,11,36,10,26,22,24,0,17,13,9,25,28,14,19,14,14,29,30,32,48,31,24,28,11,16,17,24,40,20,12,26,26,18,22,23,30,26,21,19,29,19,16,16,22,24,26,20,15,22,22,24,12,10,32,27,11,19,18,18,25,14,16,24,28,4,32,37,15,30,27,23,30,16,26,22,26,3,30,38,22,23,34,46,20,19,43,20,31,43,26,24,31,31,32,14,29,7,34,7
105,13,16,18,12,14,24,13,10,4,11,16,29,13,22,14,4,15,5,20,9,4,15,23,20,13,2,12,15,6,14,9,10,12,9,16,18,29,30,10,9,23,10,22,12,14,12,6,10,12,7,11,18,27,10,13,4,16,3,18,30,18,14,12,4,10,19,4,7,10,2,13,21,21,12,15,21,13,8,10,6,12,11,7,5,4,4,17,24,7,16,11,12,28,11,8,2,2,30,19,9,9,20,12,17,0,6,8,14,17,3,20,5,4,11,14,16,30,13,10,11,7,30,19,10,23,6,9,8,10,0,9,10,14,27,4,5,11,13,10,10,12,7,10,12,4,18,4,8,7,8,14,11,28,16,17,2,7,4,5,13,14,17,16,20,13,28,9,12,12,14,14,13,24,16,13,19,30,18,18,29,4,3,27,4,15,27,10,10,14,13,15,9,11,10,17,13
106,18,13,23,17,19,20,18,16,2,15,21,36,17,17,18,8,20,4,24,10,6,14,27,17,8,4,19,13,11,18,6,12,7,13,20,13,33,26,14,13,17,15,28,16,18,10,1,15,18,2,11,24,22,12,13,5,20,4,22,33,23,20,16,4,14,24,4,12,15,6,13,25,15,10,18,17,13,12,16,6,16,11,2,9,4,6,13,20,11,17,7,14,24,16,13,4,6,25,23,4,14,25,11,13,6,0,4,13,16,6,16,8,6,16,19,21,35,18,12,16,11,26,14,11,26,7,4,13,14,6,10,10,18,22,8,10,16,8,4,15,16,12,14,8,2,23,9,11,11,11,19,16,22,10,12,6,12,2,4,19,20,13,20,24,18,33,13,10,17,18,13,9,28,11,20,24,26,12,22,36,7,6,33,7,19,31,15,11,18,18,21,15,15,6,23,10
107,20,18,22,16,23,16,22,14,5,20,25,36,21,14,18,12,24,5,28,14,5,17,31,20,5,9,17,18,10,21,4,16,11,18,24,9,35,21,17,17,14,18,26,16,22,14,4,14,17,4,10,27,24,17,16,6,24,8,26,37,26,18,19,8,13,27,8,16,19,7,12,29,12,13,23,13,16,11,14,5,20,16,4,14,8,10,8,17,15,16,6,17,21,14,16,8,10,20,26,5,18,23,15,9,8,4,0,17,20,6,17,6,6,19,22,24,38,22,15,20,10,22,14,15,30,10,5,16,18,9,13,14,23,23,12,10,19,12,7,14,15,16,18,11,6,24,13,16,11,10,23,19,19,12,14,10,16,4,8,18,18,9,24,29,18,30,17,14,21,18,17,14,28,7,19,27,24,14,26,39,11,10,37,11,24,33,19,14,24,21,24,14,20,3,26,9
108,20,2,33,26,19,33,10,24,12,5,14,20,22,31,27,14,14,12,12,5,14,1,25,7,22,12,27,2,20,9,16,4,6,13,14,24,22,36,9,14,29,6,36,24,20,3,14,24,26,14,20,19,14,4,1,14,14,10,10,20,12,28,18,11,22,30,11,11,7,14,21,30,29,4,20,30,1,21,23,15,7,4,13,13,10,10,26,32,11,26,19,2,38,26,8,12,13,36,14,16,14,35,3,25,14,13,17,0,4,14,7,16,14,5,12,13,21,15,5,6,19,37,14,4,16,9,15,8,13,14,5,5,22,13,14,18,12,6,10,24,24,8,7,6,12,32,14,14,20,19,19,18,34,8,8,12,10,13,9,29,28,25,12,29,28,42,7,4,23,26,1,4,35,24,26,29,39,4,17,23,11,11,20,10,17,18,9,5,12,19,10,22,16,19,12,21
109,22,3,33,26,22,36,12,25,16,8,17,20,26,34,30,16,17,16,15,8,17,4,27,4,24,15,29,4,22,12,21,7,9,16,17,30,24,41,12,17,35,9,38,28,22,6,16,25,27,16,23,20,11,7,4,15,16,13,12,17,14,30,20,14,24,35,14,14,10,17,25,32,30,7,21,32,4,24,26,18,10,6,16,17,14,13,27,35,14,29,22,5,40,28,11,14,15,42,17,18,17,37,6,28,17,16,20,4,0,16,9,18,16,8,14,16,18,16,7,9,21,40,17,7,18,12,17,12,15,17,8,8,26,10,18,21,15,9,14,25,28,10,10,9,14,36,17,17,23,22,21,20,38,11,11,15,13,15,12,30,29,28,14,32,28,43,9,7,26,30,3,7,40,27,30,33,39,6,20,20,14,14,16,13,20,14,12,8,14,23,13,26,17,22,15,24
110,16,15,19,12,18,22,16,10,4,14,19,33,17,20,14,7,19,2,22,9,1,14,28,19,10,3,13,15,6,16,6,10,12,12,19,14,30,27,12,12,20,14,22,12,16,11,6,11,12,6,8,22,27,11,12,1,19,3,21,33,22,16,14,3,9,22,3,10,14,2,10,24,17,12,17,18,13,8,11,3,15,10,6,8,3,5,14,21,10,13,7,13,28,11,10,3,5,27,20,8,12,20,11,14,3,6,6,14,16,0,20,2,1,14,18,19,32,17,10,15,6,26,18,10,26,5,9,12,13,4,9,9,17,25,7,6,14,12,9,10,12,10,13,13,3,19,8,11,6,6,18,14,24,14,16,4,10,4,5,14,15,15,18,23,13,27,13,12,15,14,15,12,24,12,14,23,26,17,20,34,6,4,30,6,18,30,13,9,18,16,19,9,14,7,21,10
111,28,7,38,33,28,28,17,30,17,12,22,27,28,32,36,20,20,19,19,12,22,6,32,10,20,19,33,6,27,16,21,11,9,20,20,22,29,32,16,21,30,14,41,33,25,10,15,29,31,14,25,25,7,11,8,21,21,18,17,28,19,36,24,18,29,39,18,18,14,21,29,37,24,9,26,24,8,29,31,21,14,11,14,20,17,18,23,29,18,32,22,10,32,33,15,18,20,30,22,13,20,39,10,19,20,16,17,7,9,20,0,24,22,12,20,20,27,21,12,13,26,35,7,12,23,16,12,15,20,21,12,12,30,7,22,25,18,9,12,30,33,15,14,9,18,39,20,22,27,27,26,25,28,6,4,19,18,16,16,34,36,22,18,36,35,50,14,10,30,34,7,9,44,21,35,36,40,4,24,28,17,18,25,18,23,24,16,12,19,27,18,29,21,19,20,25
112,18,17,17,12,18,20,18,8,6,16,21,35,18,18,12,8,20,4,23,11,2,17,28,22,9,4,12,17,4,18,5,12,14,13,19,14,32,25,13,13,18,15,21,9,17,14,8,8,10,8,7,22,29,13,15,3,20,5,22,32,23,13,16,5,7,22,6,11,14,3,8,24,15,14,18,17,14,5,8,2,16,12,9,9,5,6,12,20,12,11,6,13,26,10,12,4,6,24,23,11,13,18,12,14,5,8,6,16,18,2,24,0,2,15,19,20,32,19,12,15,4,24,20,12,26,7,11,12,14,5,11,11,18,28,8,6,16,13,11,8,10,11,15,14,5,18,9,11,4,4,18,15,23,17,18,6,12,6,7,12,14,13,20,26,12,25,14,14,17,12,17,14,21,11,16,22,26,20,21,33,7,6,30,6,20,31,14,12,19,17,19,7,15,6,22,8
113,16,16,17,12,18,20,17,9,5,14,19,32,18,19,13,7,20,2,22,10,0,16,28,20,10,4,12,15,5,16,5,11,14,12,20,13,32,26,12,13,19,14,22,11,16,12,7,9,11,8,8,21,27,11,14,2,18,4,22,34,22,14,15,4,8,23,4,11,13,2,9,24,17,13,19,17,14,7,10,3,15,11,7,8,4,5,14,20,10,12,7,13,25,11,12,4,5,25,22,10,13,20,12,14,4,6,6,14,16,1,22,2,0,15,18,18,34,18,10,14,6,26,19,10,27,6,10,12,13,4,10,10,16,26,7,5,15,13,10,10,10,10,14,14,4,18,8,11,6,5,18,15,24,16,18,5,11,5,6,14,14,14,19,26,12,26,12,12,16,13,15,12,22,12,16,24,27,18,21,35,6,5,30,6,20,28,13,10,19,16,19,8,14,7,22,10
114,15,7,26,21,15,35,6,19,15,0,9,19,18,34,22,10,9,15,9,5,15,6,22,12,23,12,21,6,14,4,20,4,9,9,9,28,18,38,4,9,32,2,30,20,14,5,16,19,21,16,22,15,18,3,4,14,9,12,8,18,8,24,13,12,20,26,12,6,2,13,22,25,32,6,14,33,4,19,20,16,3,4,17,9,11,10,27,36,6,27,21,3,41,20,4,12,9,38,10,18,9,29,5,29,11,16,19,5,8,14,12,15,15,0,8,9,20,10,4,2,18,39,16,4,12,10,18,4,8,10,6,5,18,17,10,13,7,8,13,19,20,4,2,8,14,28,9,10,17,18,14,14,36,10,11,10,6,16,12,23,23,27,7,25,23,36,2,6,19,22,6,6,32,25,22,26,40,9,12,21,8,10,17,9,12,16,4,5,8,16,6,18,10,21,8,23
115,9,14,23,13,7,39,2,16,18,8,2,16,10,35,23,10,2,19,6,8,18,12,13,19,28,14,25,13,18,4,22,9,12,6,2,30,14,42,5,6,36,6,24,19,7,10,18,16,14,19,26,7,26,8,12,16,2,14,5,16,5,21,6,15,22,19,14,7,5,15,26,17,34,11,7,36,11,22,16,20,5,9,19,10,15,12,32,39,7,28,23,10,44,18,7,15,12,44,5,21,6,21,10,30,14,19,22,12,14,18,20,19,18,8,0,2,16,2,8,7,20,43,19,8,9,12,20,6,4,14,9,8,11,25,10,13,3,12,16,15,12,8,5,12,17,24,10,7,20,21,7,6,40,14,16,12,7,18,14,16,16,32,2,16,24,30,6,10,12,24,13,11,25,29,15,19,44,15,5,16,12,12,14,12,5,12,4,8,1,8,3,17,3,23,5,28
116,8,15,25,11,6,40,4,18,21,9,0,14,10,36,26,12,0,19,4,10,20,15,12,20,29,16,26,15,19,5,25,10,14,7,0,32,12,46,7,7,36,8,23,21,5,11,22,17,12,20,27,6,27,10,12,18,0,16,4,13,3,21,5,17,25,17,17,9,7,17,28,16,34,12,6,37,12,24,19,23,7,10,21,11,16,15,33,38,9,31,27,12,44,20,8,16,15,46,3,24,7,20,11,32,16,21,24,13,16,19,20,20,18,9,2,0,14,2,9,8,22,45,20,10,7,14,22,8,6,16,12,10,10,25,12,14,5,13,18,17,11,9,7,13,18,25,11,9,22,24,6,5,42,14,18,15,9,19,17,15,15,34,3,15,26,32,8,11,10,26,15,12,22,29,13,17,46,16,4,16,14,14,13,14,4,11,6,10,2,7,4,20,5,25,3,29
117,18,21,36,22,16,55,16,31,34,19,14,15,20,52,40,25,14,34,11,24,32,21,23,18,42,28,41,22,33,17,39,22,26,21,15,44,18,60,20,21,50,19,37,35,17,23,35,29,26,36,40,16,21,23,20,32,15,30,12,2,12,36,18,28,39,29,30,23,21,32,40,27,51,25,16,50,21,36,32,36,18,23,34,26,31,28,46,53,23,44,40,20,60,33,23,28,27,56,12,38,21,33,23,48,30,35,38,21,18,32,27,32,34,20,16,14,0,16,22,19,36,58,33,22,14,28,34,20,20,31,26,23,21,21,26,28,19,27,32,31,24,24,20,27,32,40,25,24,34,36,16,18,59,30,30,29,23,32,32,24,24,46,15,27,40,45,20,24,21,40,20,25,35,43,25,26,60,24,14,13,26,30,3,27,14,4,20,23,16,17,15,35,19,40,12,41
118,7,16,22,11,6,36,4,15,18,10,2,16,8,37,23,10,2,18,6,10,17,15,12,21,25,14,25,15,18,6,22,11,12,5,2,31,15,43,5,5,36,8,22,19,5,12,20,15,11,19,26,5,29,11,14,18,2,14,5,15,5,20,4,14,22,17,15,7,8,15,26,14,35,12,5,36,13,22,16,20,8,11,20,10,14,12,32,39,7,28,24,12,44,18,6,14,12,42,5,21,5,20,12,31,13,18,22,15,16,17,21,19,18,10,2,2,16,0,10,8,21,43,19,10,9,12,21,6,4,14,10,10,9,28,10,13,3,12,15,14,11,7,8,13,17,25,9,7,19,21,5,4,40,16,18,13,6,18,15,14,14,30,3,15,25,29,8,12,9,24,15,12,22,29,13,16,42,18,4,18,11,12,14,11,3,12,6,10,2,6,5,18,3,22,5,27
119,17,6,26,22,15,32,6,20,12,4,9,23,19,28,23,10,9,11,12,2,11,5,21,11,21,8,22,6,14,6,16,1,5,9,10,26,20,37,5,10,30,3,31,20,15,2,13,19,22,12,19,15,18,1,4,10,9,8,11,22,11,25,14,8,18,27,8,7,3,10,20,26,27,3,15,28,4,17,20,14,5,1,12,10,8,6,24,33,7,23,18,2,36,19,4,8,9,36,11,15,9,29,2,24,10,12,15,5,7,10,12,12,10,4,8,9,22,10,0,4,15,38,12,1,16,6,14,4,8,10,3,2,18,16,10,14,8,5,9,18,21,4,3,5,11,29,9,10,15,14,14,14,34,6,8,8,6,12,8,22,24,25,8,25,22,36,2,3,18,24,6,3,32,22,24,27,37,8,13,24,6,7,21,6,12,19,5,1,8,15,8,19,11,18,12,21
120,15,8,27,19,13,35,4,19,16,2,8,19,16,34,21,8,8,16,8,6,14,7,20,12,25,12,21,8,15,3,20,4,9,8,8,28,17,39,4,8,33,1,29,19,14,5,17,18,21,16,22,13,20,4,5,14,8,12,8,18,8,22,12,12,19,25,12,6,2,13,24,22,31,6,13,31,5,19,18,18,2,4,17,8,12,10,26,35,5,25,22,4,40,20,4,11,9,39,9,18,8,28,5,28,11,16,20,6,9,15,13,15,14,2,7,8,19,8,4,0,19,42,16,4,12,10,17,3,7,11,6,6,17,18,8,12,6,9,13,18,20,5,2,8,14,28,8,8,17,19,13,12,38,10,10,10,4,15,12,22,22,27,6,24,22,35,2,7,18,20,7,6,32,25,20,24,40,10,12,20,9,10,17,9,12,16,3,5,6,14,4,16,9,20,8,24
121,20,20,13,15,21,17,20,5,10,18,23,34,20,15,8,11,23,8,27,14,6,20,30,24,6,8,8,21,4,21,6,15,18,16,22,10,36,22,16,16,15,16,16,6,19,17,12,6,11,13,4,25,34,15,19,6,22,9,26,34,25,9,18,9,3,27,10,14,17,6,6,26,13,18,21,15,18,2,5,6,19,17,13,12,9,10,10,18,14,8,4,17,22,5,15,8,9,22,24,15,16,15,18,11,7,11,10,19,21,6,26,4,6,18,20,22,36,21,15,19,0,24,25,15,30,11,14,16,16,8,14,15,20,31,10,8,17,18,15,6,12,14,16,19,9,14,11,14,1,1,21,19,21,21,23,8,14,10,11,14,16,11,23,29,8,22,16,17,19,8,20,18,17,8,19,27,23,24,24,38,9,9,34,10,21,33,18,15,22,20,22,4,18,8,24,6
122,40,39,21,39,42,6,42,28,27,39,46,58,44,8,21,34,46,25,50,37,27,37,54,43,18,31,19,36,27,44,21,36,30,38,45,13,57,11,38,37,8,39,24,24,43,36,25,29,34,25,19,50,40,38,38,28,44,30,49,56,46,24,41,28,21,47,29,38,38,28,18,49,10,36,43,15,36,22,28,24,42,37,24,33,28,32,13,6,38,15,19,38,11,24,37,29,32,11,48,23,38,26,35,16,30,26,22,37,40,26,35,24,26,39,43,45,58,43,38,42,24,0,31,37,51,30,23,37,40,29,34,37,44,42,33,32,40,32,28,29,33,36,39,34,28,19,35,38,22,22,42,39,8,31,32,29,35,25,29,37,40,12,43,51,20,15,38,34,40,20,39,34,28,15,42,50,6,37,44,57,31,30,55,30,45,55,38,34,44,41,43,27,40,20,47,16
123,26,14,36,29,24,28,19,28,14,15,21,35,28,29,32,18,20,18,23,11,19,13,31,17,18,17,31,13,24,18,19,12,7,19,20,19,34,24,14,18,28,15,40,29,23,11,13,28,30,12,24,24,14,13,13,18,20,15,24,34,22,34,23,16,27,34,16,16,14,19,27,35,22,10,24,18,14,25,30,18,16,12,13,18,16,15,20,26,16,30,20,14,25,30,13,16,18,24,22,10,19,39,11,17,19,14,14,14,17,18,7,20,19,16,19,20,33,19,12,16,25,31,0,12,28,14,10,14,18,18,10,10,29,13,20,22,17,8,10,30,28,13,14,8,15,36,19,18,24,24,23,22,24,6,6,16,14,14,14,32,32,21,20,33,31,45,14,10,28,31,13,10,41,20,31,35,37,11,22,34,15,16,31,14,21,30,15,11,19,24,20,27,21,18,24,24
124,17,6,29,21,15,30,7,20,12,4,10,23,18,29,24,10,10,11,12,2,10,6,22,10,19,8,24,6,16,7,16,1,5,10,9,24,20,37,5,10,28,4,32,21,14,2,12,19,22,12,19,14,17,1,3,10,10,8,11,22,11,24,13,8,19,26,8,7,3,10,20,26,26,3,15,28,4,17,19,13,5,1,12,10,8,7,24,30,7,22,18,3,36,20,4,8,9,36,11,15,10,28,2,24,10,11,15,4,7,10,12,12,10,4,8,10,22,10,1,4,15,37,12,0,16,6,13,4,9,10,3,2,20,16,10,14,8,4,9,20,21,4,3,4,11,30,10,10,16,16,14,14,35,7,7,8,6,11,8,22,24,25,8,25,24,36,3,3,18,24,6,3,32,22,24,26,38,8,13,25,6,7,20,6,12,19,5,1,8,15,9,18,11,16,11,19
125,10,18,31,14,8,48,9,25,27,12,7,7,9,46,34,18,8,27,4,17,25,16,10,22,34,23,32,17,26,9,32,16,19,14,7,39,6,51,13,14,42,12,30,27,10,16,28,23,18,29,34,4,30,15,16,26,7,22,6,15,5,29,12,22,32,15,22,15,13,24,34,12,42,18,9,44,16,31,25,27,10,16,26,18,22,22,41,46,16,35,33,14,49,27,15,24,21,51,4,30,14,26,16,40,23,26,30,16,18,26,23,26,27,12,9,7,14,9,16,12,30,51,28,16,0,22,28,14,13,23,18,17,9,28,18,22,11,20,23,23,18,16,13,19,26,32,18,16,28,29,9,11,52,23,22,22,15,28,23,16,14,42,7,13,34,36,14,18,10,31,17,18,26,36,12,14,51,21,6,8,20,22,17,20,8,11,13,17,8,11,7,26,12,34,5,35
126,12,11,23,17,13,26,12,15,6,9,14,29,15,24,18,6,14,6,18,4,6,10,22,16,14,3,18,10,11,12,10,6,7,8,14,19,26,31,8,8,24,9,27,16,12,6,7,16,17,7,13,17,22,6,8,5,14,3,17,28,17,20,10,2,13,22,2,6,8,6,14,20,22,7,13,23,8,12,15,8,11,6,8,5,2,2,18,26,6,16,12,8,30,15,6,3,4,30,17,9,8,24,6,20,6,7,10,9,12,5,16,7,6,10,12,14,28,12,6,10,11,30,14,6,22,0,8,6,8,5,4,5,15,20,6,10,9,7,5,16,16,5,8,7,5,24,5,6,11,11,13,9,30,11,12,3,6,6,3,19,19,19,14,21,19,30,7,6,15,18,10,7,27,18,18,20,32,12,16,29,2,2,27,2,14,24,8,5,14,11,14,14,10,12,17,15
127,20,15,27,21,21,18,20,19,5,18,21,37,19,20,22,10,22,8,26,12,10,14,29,19,10,7,21,15,15,20,10,14,9,15,22,11,33,22,16,15,19,17,31,19,19,12,3,19,20,2,14,25,19,14,14,9,23,6,25,36,25,23,17,6,18,26,6,13,16,9,17,28,14,11,20,15,15,16,20,10,18,14,3,11,6,8,11,19,13,21,11,16,23,20,14,7,8,22,25,2,16,30,13,12,9,4,5,15,17,9,12,11,10,18,20,22,34,21,14,17,14,23,10,13,28,8,0,14,16,9,11,12,20,17,11,14,17,10,5,20,21,14,16,10,6,29,11,14,16,14,20,18,21,7,9,7,14,5,6,24,22,12,21,26,23,37,15,11,19,23,14,11,32,11,22,26,30,13,23,38,9,7,32,9,21,31,16,12,21,20,22,18,17,8,24,14
128,12,10,24,17,12,32,5,16,13,4,8,21,14,29,18,6,7,13,12,4,12,9,18,14,20,8,19,10,12,6,18,4,7,5,8,26,20,36,1,6,31,2,28,16,10,6,14,16,17,14,20,10,22,4,7,11,8,9,10,20,11,20,10,9,17,22,9,3,2,10,20,21,27,7,11,28,8,16,15,14,4,5,14,6,9,7,24,32,3,24,18,6,36,17,1,9,7,35,10,16,6,24,6,26,8,13,16,8,12,12,15,12,12,4,6,8,20,6,4,3,16,37,14,4,14,6,14,0,5,8,4,4,14,21,6,10,4,7,10,16,17,2,2,7,11,24,6,6,15,16,11,10,36,10,12,8,2,12,9,19,20,26,7,22,18,32,2,6,14,20,9,7,28,24,18,23,38,13,9,23,6,8,20,6,9,18,2,4,7,12,7,14,7,18,10,22
129,8,15,19,12,6,33,4,12,14,8,7,20,10,32,19,6,6,14,10,9,14,14,15,19,22,10,20,14,14,4,18,10,12,1,6,26,18,38,4,1,32,7,23,14,6,10,16,12,13,14,21,9,28,9,12,13,6,10,8,20,9,15,5,10,18,18,11,3,6,11,23,16,29,12,6,29,12,18,12,15,6,9,14,5,11,9,25,36,3,25,20,10,38,15,6,10,8,40,9,18,1,21,10,26,10,14,18,13,15,13,20,14,13,8,4,6,20,4,8,7,16,40,18,9,13,8,16,5,0,10,8,8,10,26,6,9,2,12,11,10,12,6,6,12,13,20,6,3,16,17,6,6,35,14,17,9,3,14,10,15,14,26,6,16,20,27,7,10,10,19,14,11,24,25,14,17,40,18,8,22,7,9,19,8,6,16,4,8,6,7,6,13,3,20,9,22
130,13,16,18,12,15,23,14,10,5,11,16,31,13,22,14,4,16,5,19,9,4,15,24,20,13,3,13,15,6,13,9,10,12,9,15,17,28,29,9,9,22,11,23,11,12,11,7,10,12,7,12,18,28,10,13,4,16,4,17,28,18,14,11,4,9,19,4,7,10,2,13,21,20,12,15,22,14,8,11,6,13,11,7,5,4,4,17,24,7,15,11,12,28,11,8,3,2,30,19,9,9,19,12,18,0,6,9,14,17,4,21,5,4,10,14,16,31,14,10,11,8,29,18,10,23,5,9,8,10,0,9,10,14,26,4,5,11,12,9,10,11,7,10,12,4,20,4,7,7,8,14,11,27,15,18,2,7,4,5,14,13,18,14,21,13,26,9,12,13,13,14,12,22,16,13,19,31,18,18,30,4,3,27,4,16,27,10,10,15,13,15,8,11,10,19,12
131,15,7,26,20,14,28,9,19,9,6,11,26,18,27,22,10,11,9,15,2,9,6,21,11,17,8,21,6,15,9,13,3,4,9,11,21,23,33,5,9,28,6,30,19,14,2,10,20,21,10,16,14,18,3,4,8,11,6,14,24,14,24,13,6,17,27,6,6,6,10,16,24,25,4,15,25,4,16,18,11,8,2,10,9,6,6,22,29,6,21,15,5,33,20,3,7,8,33,14,12,9,29,2,22,9,10,13,5,8,9,12,11,10,6,9,12,26,10,3,6,14,34,10,3,18,4,11,4,8,9,0,2,18,17,9,13,7,4,6,19,20,3,6,4,8,27,9,9,14,14,14,13,31,6,8,7,5,8,6,23,23,22,11,25,22,36,5,3,19,23,6,4,33,20,22,26,33,9,13,25,6,6,23,6,12,22,6,2,10,14,11,18,11,15,14,17
132,16,6,26,20,15,28,8,19,10,5,10,24,18,27,22,9,10,11,13,0,10,6,21,11,18,7,21,6,15,8,15,2,4,9,10,23,22,34,5,9,29,4,30,20,14,2,12,20,20,11,17,14,19,2,4,9,10,7,12,23,13,24,13,7,18,27,6,6,4,10,18,24,24,3,14,27,4,16,20,12,6,2,11,9,6,6,22,31,6,20,16,4,36,20,4,7,9,33,13,13,9,29,2,23,10,10,14,5,8,9,12,11,10,5,8,10,23,10,2,6,15,37,10,2,17,5,12,4,8,10,2,0,19,17,9,14,8,4,8,19,20,3,4,3,9,28,10,9,16,15,15,14,34,6,8,7,6,10,7,24,23,24,10,24,23,35,3,2,18,22,6,3,31,22,23,26,34,9,12,26,6,6,22,5,13,20,4,1,10,16,9,18,11,16,12,19
133,3,24,21,6,4,36,14,15,18,18,10,17,1,36,22,10,10,17,12,18,18,23,10,28,26,14,25,25,17,14,22,18,21,10,10,30,15,40,14,10,36,16,20,19,4,20,18,15,10,18,25,5,36,19,22,16,10,14,14,22,12,20,6,14,22,9,15,13,17,15,26,8,34,21,4,36,22,21,17,20,16,20,18,10,14,13,30,39,12,28,23,21,44,19,16,13,13,42,9,20,10,18,19,30,14,18,23,22,26,17,30,18,16,18,11,10,21,9,18,17,20,44,29,20,9,15,20,14,10,14,18,19,0,35,10,12,11,21,20,15,9,16,16,22,17,24,9,9,20,21,4,5,42,25,26,13,13,17,14,7,5,30,13,8,24,29,16,20,1,23,23,22,16,29,4,8,44,27,6,17,13,12,22,13,6,18,15,19,12,3,14,18,8,23,10,26
134,32,11,45,36,30,36,22,38,22,17,25,29,36,37,41,27,27,25,24,17,26,12,39,7,26,25,39,12,33,22,26,17,14,27,26,26,33,37,21,25,35,18,47,37,31,15,21,36,38,20,32,31,2,18,14,26,27,24,22,20,25,42,31,23,35,43,23,24,19,26,33,43,30,15,32,30,14,34,36,28,19,16,20,25,24,23,27,34,23,38,28,15,38,38,20,24,24,38,27,17,26,46,16,26,27,22,23,13,10,25,7,28,26,17,25,25,21,28,16,18,31,42,13,16,28,20,17,21,26,26,17,17,35,0,27,31,24,14,17,36,38,20,19,14,22,45,26,27,32,30,32,29,37,12,10,25,22,23,22,40,38,29,24,40,40,51,19,15,38,39,12,14,48,27,40,43,48,9,30,29,23,24,18,22,31,17,22,17,24,32,23,36,28,24,26,30
135,10,16,18,12,11,27,10,10,8,9,12,27,10,26,14,0,12,8,15,10,7,16,20,21,16,4,14,15,8,10,12,10,12,5,12,22,24,34,6,5,27,8,23,11,10,12,9,10,12,9,15,15,28,10,13,7,12,5,14,25,15,14,8,5,12,18,4,4,7,6,16,17,23,12,10,24,13,12,10,10,8,11,9,1,5,4,22,29,4,18,15,12,32,11,7,4,3,33,14,12,5,20,11,21,4,8,12,14,18,7,22,8,7,10,10,12,26,10,10,8,10,33,20,10,18,6,11,6,6,4,9,9,10,27,0,5,8,12,10,10,10,7,7,12,7,18,1,4,10,12,10,8,32,16,18,3,4,8,5,14,14,21,12,18,14,27,8,11,10,14,14,13,23,18,13,17,32,18,14,26,4,4,24,4,11,22,7,10,11,9,12,9,7,14,14,17
