Locations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
120,13,10,4,1,21,6,14,14,11,13,11,1,16,3,11,10,12,10,16,12,16,17,10,8,1,7,14,14,10,10,9,8,11,33,9,16,16,12,10,4,10,13,9,9,10,16,19,19,13,10,10,13,10,10,11,19,19,12,9,14,12,2,8,14,13,10,11,17,11,12,10,10,19,12,19,10,8,8,8,13,22,11,5,9,16,11,10,10,9,13,2,6,8,9,11,16,22,19,9,13,12,17,10,2,14,7,18,13,21,12,16,15,9,16,9,4,13,16,15,0,7,16,8,12,13,15,17,20,12,12,7,4,6,14,12,8,17,14,20,2,24,14,17,12,25,10,16,5,9,16,8,21,8,10,12,9,14,10,7,8,14,16,14,16,17,20,10,12,18
121,6,9,11,8,28,4,17,7,8,8,13,8,9,8,4,11,7,16,8,6,10,9,11,11,7,12,9,9,3,12,12,16,4,25,11,10,22,6,10,8,9,20,10,12,18,14,12,12,18,10,17,8,8,8,8,13,12,8,12,21,9,8,13,9,9,14,8,25,13,19,12,17,26,8,13,10,2,16,2,9,16,9,13,10,9,8,12,9,3,13,8,7,11,7,18,10,14,12,10,20,9,13,3,8,20,12,26,9,14,9,12,20,3,16,12,9,9,9,9,7,0,9,12,17,6,9,24,26,19,9,9,11,7,7,6,16,10,11,12,8,18,8,9,6,18,9,10,10,3,21,12,17,12,11,10,10,7,11,10,12,10,10,14,10,10,13,18,5,16
122,12,17,19,17,36,13,26,3,16,16,22,16,1,17,5,21,15,14,5,11,19,1,20,21,16,21,18,18,6,22,20,24,6,27,19,19,33,12,18,17,18,29,20,22,26,24,5,19,27,18,24,16,17,18,17,18,19,17,22,29,17,15,22,17,18,24,18,31,22,30,20,24,35,18,19,19,9,24,8,17,20,18,22,19,2,16,19,18,9,22,17,10,20,15,27,5,19,20,18,30,17,22,9,16,31,20,33,17,5,18,22,30,9,25,21,13,18,17,11,16,9,0,20,26,13,10,31,33,27,18,18,16,10,3,14,24,3,20,19,15,27,2,1,13,20,18,6,12,12,29,20,25,20,20,20,20,2,20,20,20,18,16,21,18,20,19,27,12,24
123,8,4,4,9,18,8,6,18,4,6,3,8,21,6,16,2,6,16,21,10,8,21,2,1,9,2,6,5,15,3,1,3,16,23,2,9,12,8,3,4,4,8,2,1,7,8,25,11,6,3,4,6,4,4,4,12,11,4,1,10,5,9,1,7,5,3,4,16,3,9,2,7,14,5,11,2,12,3,12,5,14,4,6,2,20,4,2,3,11,5,6,10,1,6,7,22,13,11,2,9,5,9,12,9,14,2,13,5,24,5,8,10,12,8,1,11,5,8,13,8,12,20,0,6,8,12,12,15,8,4,4,12,10,19,6,4,20,8,11,10,15,20,20,8,17,3,21,12,9,10,1,14,1,3,4,2,18,2,2,1,6,9,7,9,9,13,6,10,11
124,14,8,8,12,12,14,2,24,10,8,5,12,26,10,21,6,11,20,26,15,8,26,6,6,12,6,8,8,20,5,6,6,20,20,7,8,9,13,8,10,9,3,8,5,9,5,28,8,2,8,2,10,9,9,10,8,8,10,5,14,8,12,5,8,8,3,10,20,5,3,6,10,10,9,8,7,18,6,18,8,12,9,9,8,25,9,6,8,18,5,10,16,6,11,9,27,10,8,8,4,8,5,17,13,16,6,8,8,31,9,5,4,16,5,6,15,8,10,17,12,17,26,6,0,14,18,10,10,2,9,9,16,16,22,12,5,26,6,8,12,12,23,26,14,13,8,27,14,14,4,6,10,6,6,8,7,24,6,7,6,8,9,4,8,7,9,8,15,8
125,1,6,9,12,24,8,14,10,4,6,9,14,12,11,8,8,4,21,13,2,6,12,8,8,13,9,6,6,7,9,8,11,8,19,8,6,19,1,6,8,5,16,7,9,15,11,16,7,15,6,13,4,4,5,4,6,8,5,8,17,6,13,9,6,6,10,4,20,9,16,8,13,23,6,7,8,9,12,9,5,10,5,11,7,12,4,8,6,4,10,10,13,8,4,14,13,8,8,7,18,6,10,4,14,17,9,21,6,18,6,10,18,4,14,9,15,6,5,4,13,6,13,8,14,0,4,19,23,15,5,6,16,13,10,2,11,13,8,6,14,15,11,13,1,12,5,13,16,4,18,8,14,8,7,7,8,10,8,7,8,6,4,10,6,7,8,13,2,14
126,4,10,12,15,31,10,19,7,8,9,13,16,10,12,10,12,7,23,8,3,10,9,12,12,15,13,10,10,6,13,12,15,4,17,12,10,23,5,9,11,9,21,10,14,19,15,12,11,19,10,18,9,9,10,8,10,12,8,12,21,10,16,13,10,10,15,9,25,14,20,12,17,26,10,11,12,10,15,11,10,11,9,13,11,9,8,12,10,6,14,12,16,12,8,19,9,11,12,10,20,9,15,6,16,23,13,26,10,13,9,14,22,6,17,12,18,10,8,1,15,9,10,12,18,4,0,23,27,20,10,9,19,15,10,6,15,8,12,10,16,18,11,10,5,12,9,8,18,6,21,12,18,12,11,11,12,9,12,12,12,10,8,14,10,11,12,17,4,16
127,20,15,12,16,6,21,11,30,15,14,11,16,32,16,26,12,16,26,31,21,14,30,12,13,17,12,14,15,26,11,12,9,26,30,13,15,1,20,14,16,15,10,14,11,5,14,35,17,11,14,8,16,15,14,16,16,16,16,12,5,14,17,12,14,14,10,15,11,11,10,12,7,5,14,17,12,24,9,24,15,20,14,12,14,33,16,12,16,24,11,16,22,12,18,6,33,19,16,14,11,14,15,24,16,7,11,4,14,36,14,14,11,22,14,12,20,14,16,24,17,24,31,12,10,19,23,0,12,10,15,15,17,22,30,18,9,31,14,16,17,21,31,31,19,23,15,34,20,20,14,12,19,12,12,13,13,31,12,14,12,14,15,13,14,15,18,6,21,18
128,23,18,16,19,12,22,9,33,19,18,14,19,34,19,30,15,20,28,33,24,17,33,15,15,19,14,17,17,30,14,14,12,30,20,16,16,11,23,17,19,19,7,16,14,12,12,37,17,9,17,10,18,18,17,19,16,16,19,14,16,18,19,14,16,18,13,19,22,14,6,15,12,7,18,16,16,27,11,27,18,15,18,15,16,36,18,16,17,26,13,18,24,15,20,11,35,17,16,16,6,18,12,28,20,19,15,8,18,40,18,14,5,27,10,14,23,17,18,28,20,26,33,15,10,23,27,12,0,7,17,17,19,26,33,21,12,34,16,16,19,9,34,34,23,15,17,35,24,25,6,15,9,15,16,16,16,32,16,16,16,18,19,12,16,16,16,10,24,10
129,16,10,9,12,11,15,2,24,11,11,7,13,27,12,22,8,12,21,27,17,10,27,8,8,12,8,10,10,22,7,8,7,22,21,8,10,9,15,11,11,10,1,9,7,10,5,32,10,2,10,4,12,12,10,12,10,9,12,8,14,10,13,7,10,10,5,12,20,7,1,8,11,8,10,9,9,20,7,20,10,11,10,10,9,27,12,8,11,18,6,12,18,8,13,10,30,10,8,9,2,10,6,20,13,17,7,6,10,34,10,7,2,20,4,8,16,10,12,19,12,19,27,8,2,15,20,10,7,0,11,11,16,18,25,14,5,30,9,9,13,12,26,29,15,12,10,27,17,17,4,8,10,8,8,10,9,26,8,9,8,10,12,6,9,9,8,8,16,8
130,5,1,8,11,21,6,9,14,1,2,4,12,16,9,13,3,2,19,16,7,5,17,3,4,12,5,3,2,12,4,4,6,12,21,3,6,15,5,1,7,2,11,2,5,10,6,21,8,10,2,8,2,1,2,1,8,8,1,4,13,2,12,4,3,2,6,1,20,4,11,4,10,19,2,8,3,9,6,9,2,12,1,9,3,17,1,3,2,8,5,9,12,4,2,10,18,10,8,3,12,2,6,9,12,17,5,17,2,22,2,5,12,8,9,4,14,2,4,9,12,9,18,4,9,5,10,15,17,11,0,5,16,12,14,3,7,18,4,8,13,12,16,17,5,13,1,18,15,6,14,4,10,4,3,2,3,15,3,5,3,4,5,6,6,6,9,9,6,8
131,6,4,3,7,19,5,9,15,5,7,4,8,18,5,12,3,5,15,17,7,10,18,4,3,7,4,8,7,12,4,3,6,12,25,3,10,15,6,4,3,4,11,3,4,10,10,20,12,9,4,7,7,5,3,5,13,13,5,4,13,6,8,4,8,6,6,5,16,4,11,3,9,17,7,13,4,9,6,9,6,16,4,4,2,17,5,3,4,8,6,4,7,3,3,10,18,15,12,2,12,7,10,9,8,12,4,16,7,23,6,10,13,8,9,3,10,6,9,10,7,9,18,4,9,6,9,15,17,11,5,0,11,8,15,5,7,18,9,12,8,16,15,18,6,18,4,18,10,6,12,3,15,4,4,6,2,16,3,2,3,8,10,8,10,11,13,8,6,12
132,17,14,8,4,22,9,18,13,15,17,15,4,16,6,11,14,15,10,15,17,19,16,14,11,4,10,18,17,14,15,12,10,15,35,13,20,16,16,14,8,14,17,13,13,12,20,20,23,18,14,13,17,16,14,16,23,22,16,12,14,16,4,12,18,17,14,15,18,15,16,13,10,19,17,23,15,9,10,8,17,26,14,7,13,16,16,14,14,13,17,6,6,12,14,12,17,24,22,14,18,18,20,13,3,14,10,18,17,20,18,20,17,13,21,12,4,16,18,20,4,11,16,12,16,16,19,17,19,16,16,11,0,6,13,15,11,17,20,24,3,26,14,16,16,28,15,16,4,12,20,13,24,12,14,16,12,14,13,11,13,18,21,19,20,21,25,10,16,22
133,13,10,10,7,27,6,16,8,12,14,12,6,10,6,6,10,13,8,10,12,16,10,11,10,6,10,14,14,10,11,10,14,11,32,10,17,21,12,12,7,11,18,10,12,18,17,13,20,16,11,15,14,11,10,11,19,20,12,11,19,13,5,11,14,14,13,12,23,11,19,10,15,24,14,19,10,5,13,5,14,24,11,11,10,11,12,10,10,10,13,7,1,10,10,16,12,21,20,10,20,14,17,10,6,21,11,24,14,15,14,16,20,9,16,11,3,13,16,16,6,7,10,10,16,13,15,22,26,18,12,8,6,0,8,12,14,11,16,20,6,23,9,11,13,26,12,10,3,9,20,10,21,10,11,12,10,8,10,9,10,14,16,15,16,17,20,15,12,20
134,10,16,18,13,34,10,23,3,14,15,18,14,2,15,3,18,13,13,5,9,16,3,18,18,14,19,16,16,4,20,18,20,6,26,18,17,30,11,16,15,15,26,16,18,25,21,6,17,24,16,22,14,14,15,14,16,17,14,19,26,15,13,20,16,15,22,14,30,20,25,18,23,32,15,16,16,7,20,6,16,18,16,20,16,3,14,18,16,7,20,15,8,18,14,23,5,17,17,16,28,16,21,6,13,28,19,31,15,8,15,19,28,7,22,19,10,16,15,11,14,7,3,19,22,10,10,30,33,25,14,15,13,8,0,12,22,3,18,16,14,25,1,3,10,18,16,5,10,9,27,18,23,18,17,16,17,1,17,17,18,15,15,20,16,16,18,24,9,22
135,2,4,8,12,23,6,12,12,2,3,7,13,14,9,9,6,2,19,14,4,5,15,6,6,12,7,4,4,9,7,6,10,10,21,6,5,17,2,4,8,4,14,5,7,13,9,18,8,12,4,10,2,3,4,3,8,8,3,7,16,4,12,7,4,4,9,3,20,7,15,6,12,20,4,8,6,8,10,7,4,11,4,9,4,14,3,6,4,6,8,9,12,6,2,12,16,10,8,5,15,4,8,6,13,17,7,20,4,19,4,7,16,6,12,7,15,4,4,6,12,6,14,6,12,2,6,18,21,14,3,5,15,12,12,0,9,14,6,8,12,13,13,15,2,13,4,14,14,3,15,6,12,6,6,5,6,12,6,5,6,4,5,8,5,6,8,12,3,11
136,11,7,4,8,14,12,6,22,8,7,4,8,24,7,18,4,8,17,24,12,10,24,4,4,8,4,7,6,18,4,4,2,18,25,4,10,8,11,6,8,6,6,5,3,5,10,28,12,7,6,3,8,7,7,7,13,12,8,3,10,6,9,3,7,6,3,7,16,4,5,4,6,12,6,12,4,14,2,15,6,16,6,5,5,24,8,4,6,15,6,8,13,4,8,4,26,14,12,5,6,6,10,15,8,12,3,10,6,29,6,9,7,15,10,4,12,6,8,15,8,16,24,4,5,11,15,9,12,5,7,7,11,14,22,9,0,25,9,12,8,16,22,25,12,16,6,24,12,13,9,4,15,4,5,5,4,22,4,4,4,8,9,8,10,10,14,4,12,12
137,12,18,20,17,38,13,28,3,16,17,22,17,3,18,6,21,16,16,3,11,19,2,19,21,16,21,18,19,7,22,22,23,6,24,20,19,30,14,18,18,18,28,19,22,28,24,3,19,28,18,25,16,17,18,16,19,20,18,20,30,20,15,21,19,18,22,18,32,21,29,21,26,36,18,19,21,10,24,9,18,21,18,22,20,1,17,20,17,10,21,18,11,21,16,26,3,20,21,18,30,18,22,9,17,32,21,34,18,5,18,21,32,10,26,20,13,19,18,9,17,10,3,20,26,13,8,31,34,30,18,18,17,11,3,14,25,0,20,20,17,26,3,2,14,20,18,3,12,12,30,22,27,21,20,19,20,3,20,20,20,19,17,22,20,20,21,26,12,25
138,8,5,11,16,18,11,7,17,4,3,5,15,20,13,14,6,5,24,20,9,2,19,6,8,16,8,2,2,13,5,7,10,15,17,7,2,13,7,5,12,6,9,6,6,13,4,23,4,7,6,6,4,5,6,4,4,4,4,6,18,3,16,7,2,3,6,4,24,5,10,6,14,15,3,4,6,11,10,12,3,8,5,13,7,19,5,6,5,11,2,13,15,8,6,12,20,6,4,7,10,3,3,12,16,20,9,14,3,24,3,2,11,10,6,7,18,3,3,12,14,11,20,8,6,8,12,14,16,9,4,9,20,16,18,6,9,20,0,4,17,8,18,20,7,9,5,20,18,8,11,7,7,8,5,4,7,18,6,9,7,2,4,3,2,2,5,11,8,6
139,7,9,16,19,19,14,8,16,8,6,8,19,18,18,14,10,8,28,18,8,4,18,10,12,20,13,5,6,13,9,11,13,14,13,10,3,17,8,8,15,10,10,10,10,16,5,23,1,8,10,10,6,9,10,8,1,2,8,11,22,7,20,10,6,6,10,8,26,9,10,10,17,16,7,1,9,14,14,15,6,4,9,16,11,18,8,9,9,11,6,18,19,11,10,16,20,2,2,10,12,6,4,11,20,25,12,15,6,24,6,3,12,10,7,11,21,7,4,11,20,12,19,11,8,6,10,16,16,9,8,12,24,20,16,8,12,20,4,0,20,8,17,19,8,5,8,19,22,10,12,11,8,11,9,7,10,18,10,12,12,5,3,5,3,3,2,16,8,7
140,14,11,6,2,21,7,15,13,12,14,12,1,16,4,11,11,12,10,16,14,17,16,12,9,1,8,15,14,11,12,10,8,12,32,10,17,16,12,12,6,12,14,11,10,12,18,20,20,14,11,11,15,13,10,12,20,20,13,10,14,13,2,10,16,14,12,12,17,12,13,10,10,18,15,20,12,7,8,8,14,23,12,5,10,16,12,11,12,10,14,4,6,9,11,12,17,22,19,10,14,14,18,10,1,14,8,17,14,20,14,17,15,10,18,10,4,14,16,17,2,8,15,10,12,14,16,17,19,13,13,8,3,6,14,12,8,17,17,20,0,24,15,16,14,26,12,16,5,10,17,10,22,9,12,14,10,14,10,9,10,15,17,16,18,18,21,10,13,20
141,14,13,20,23,21,18,10,24,12,10,12,22,26,20,22,14,12,32,25,16,8,26,13,15,24,16,9,10,20,12,14,18,22,10,14,8,21,14,12,18,13,11,14,14,20,7,30,8,10,14,13,10,12,14,12,8,7,12,14,26,11,24,14,9,10,14,12,32,13,11,14,21,17,10,8,13,18,17,19,10,8,12,20,14,28,12,14,13,18,10,20,24,15,14,20,28,8,7,15,11,10,7,19,24,27,17,18,10,32,10,7,11,18,8,15,24,10,10,18,24,18,27,15,12,15,18,21,9,12,12,16,26,23,25,13,16,26,8,8,24,0,25,27,14,7,12,28,25,15,8,16,2,15,13,11,14,24,13,17,15,9,10,8,8,7,7,19,16,4
142,11,15,18,15,34,10,24,4,15,16,19,15,2,15,4,18,14,13,6,10,16,2,17,18,14,18,15,16,5,19,19,22,6,27,18,17,30,12,15,15,16,26,16,20,26,22,6,17,23,16,22,15,15,15,15,17,18,14,20,27,16,12,20,16,16,21,15,30,20,27,19,22,34,16,17,18,7,21,7,16,18,16,19,17,3,15,18,16,8,20,15,9,18,14,25,6,17,18,17,26,16,21,6,14,28,19,32,16,7,16,20,27,8,23,18,10,16,14,11,14,8,2,20,23,11,11,31,34,26,16,15,14,9,1,13,22,3,18,17,15,25,0,2,11,20,15,6,10,9,29,19,24,18,17,18,18,2,18,17,17,17,14,20,16,17,18,23,10,24
143,13,17,19,16,36,13,26,3,17,18,21,17,2,18,6,20,16,15,4,11,19,1,20,21,17,21,18,19,7,22,21,23,6,26,19,19,32,14,18,18,17,28,19,22,27,24,4,18,26,19,24,17,16,17,16,20,20,17,20,29,19,15,21,19,19,23,17,34,22,28,20,26,34,18,18,19,9,25,9,18,20,17,21,20,2,17,20,18,10,22,17,11,21,16,26,5,20,20,20,29,18,22,9,16,31,22,34,18,5,18,22,30,10,27,21,12,18,18,10,17,9,1,20,26,13,10,31,34,29,17,18,16,11,3,15,25,2,20,19,16,27,2,0,14,20,18,4,12,12,31,21,26,21,20,18,20,2,21,20,21,19,18,23,19,20,20,27,12,26
144,1,5,8,12,24,7,14,10,4,5,8,12,12,9,8,7,3,20,12,2,6,13,7,7,12,8,5,6,7,8,8,11,8,21,7,6,19,1,5,8,5,16,6,9,14,10,16,8,14,5,12,4,4,5,4,8,7,4,8,17,5,14,8,6,5,11,4,20,8,16,8,12,22,5,8,7,7,10,7,5,11,5,9,6,13,4,7,5,4,9,10,13,8,3,14,14,10,7,6,17,5,10,5,13,17,8,21,5,17,5,8,18,4,13,8,14,6,4,5,12,6,13,8,14,1,5,19,23,15,5,6,16,13,10,2,12,14,7,8,14,14,11,14,0,13,5,13,15,3,17,7,14,8,7,6,7,11,8,7,8,6,4,10,6,7,9,13,2,12
145,12,14,20,25,22,18,11,18,13,12,14,25,20,22,20,15,12,33,20,13,8,20,14,17,24,18,10,12,15,13,15,18,15,8,15,8,22,13,14,21,14,12,15,15,21,8,24,6,12,15,15,11,13,14,13,6,6,13,15,26,12,26,16,10,12,14,13,32,14,13,15,22,18,12,6,14,20,19,19,12,2,14,22,15,19,14,15,14,16,12,21,24,16,15,21,20,4,6,16,12,12,8,15,26,30,17,19,11,26,11,8,12,15,9,16,28,12,9,12,25,18,20,17,13,12,12,23,15,12,13,18,28,26,18,13,16,20,9,5,26,7,20,20,13,0,14,19,28,16,11,15,7,17,14,12,16,18,15,17,15,10,8,9,8,8,4,20,12,6
146,5,1,7,11,21,6,9,16,1,3,4,12,18,8,12,3,2,20,18,7,5,17,2,4,12,4,4,3,11,4,3,6,12,21,2,6,14,5,1,7,1,11,2,4,10,6,20,8,9,1,8,3,1,2,1,8,8,1,4,13,2,12,4,4,2,6,1,19,4,11,3,10,18,2,8,2,10,6,10,2,12,1,8,2,17,1,3,1,8,4,8,12,4,2,9,18,11,8,2,12,3,6,9,12,17,4,16,2,23,2,6,13,9,8,4,14,2,5,10,10,9,18,3,8,5,9,15,17,10,1,4,15,12,16,4,6,18,5,8,12,12,15,18,5,14,0,18,14,7,13,3,11,4,2,2,2,15,3,4,3,4,5,5,6,6,10,9,6,8
147,13,18,21,16,38,13,26,3,17,19,20,17,6,18,6,20,16,19,1,11,19,4,20,21,16,21,19,19,7,22,20,25,6,22,20,19,32,13,18,18,17,28,20,23,28,24,3,20,27,18,26,16,16,18,18,18,20,18,22,30,18,16,21,18,18,22,17,34,20,30,22,26,34,18,18,20,9,24,8,18,20,18,21,20,4,18,21,18,10,22,17,11,20,15,27,1,20,21,19,29,18,22,8,17,30,22,35,18,5,18,22,31,10,25,20,12,19,17,9,16,10,6,21,27,13,8,34,35,27,18,18,16,10,5,14,24,3,20,19,16,28,6,4,13,19,18,0,14,12,31,21,25,21,20,20,20,4,21,19,21,18,17,24,18,19,20,25,12,26
148,16,14,8,5,25,9,16,11,14,17,14,5,12,6,8,12,15,6,13,16,19,11,13,10,5,10,18,16,12,14,12,12,14,34,12,19,20,14,13,7,14,17,12,12,15,20,15,22,16,13,13,17,15,13,14,21,21,15,13,17,15,4,12,18,16,13,14,20,14,17,13,14,24,16,22,13,8,12,8,16,26,14,9,12,12,15,13,13,12,17,6,3,12,12,15,14,24,23,12,18,15,20,13,5,19,10,23,16,17,16,20,18,12,19,12,1,16,19,18,5,10,12,12,14,16,18,20,24,17,15,10,4,3,10,14,12,12,18,22,5,25,10,12,15,28,14,14,0,12,19,12,24,11,14,16,12,10,13,10,11,18,19,19,19,20,24,14,15,22
149,4,6,8,9,25,4,15,9,6,6,10,9,11,6,6,9,4,16,11,4,7,11,9,9,9,10,6,7,6,10,10,13,6,23,8,8,21,3,7,6,6,18,8,10,15,12,14,10,15,7,14,5,6,6,5,10,10,6,10,20,7,10,10,7,7,12,6,21,10,18,9,14,24,7,10,8,5,13,4,6,14,7,10,8,12,6,9,6,2,11,7,9,9,4,16,12,12,10,8,18,7,11,3,10,18,10,22,6,16,6,10,18,2,14,9,12,7,7,7,9,3,12,9,14,4,6,20,25,17,6,6,12,9,9,3,13,12,8,10,10,15,9,12,3,16,7,12,12,0,19,9,14,9,8,8,8,10,9,8,9,7,8,11,8,8,11,14,3,14
150,19,13,12,16,14,18,4,29,14,13,9,16,28,14,26,10,14,24,31,20,12,30,11,10,16,10,13,12,24,10,10,10,24,16,11,12,14,18,12,14,13,3,12,9,13,7,32,11,4,12,7,14,14,14,13,12,11,13,10,18,12,16,10,12,12,8,14,24,9,4,10,14,9,13,12,11,21,10,21,13,12,12,14,12,32,14,11,12,21,9,13,20,10,15,13,32,12,10,12,3,13,8,22,16,21,10,10,13,34,13,9,3,21,5,10,18,12,14,22,16,21,29,10,4,18,21,14,6,4,14,12,20,20,27,15,9,30,11,12,17,8,29,31,17,11,13,31,19,19,0,10,6,9,11,11,10,28,10,11,10,12,14,8,12,11,10,12,20,6
151,8,3,5,8,17,9,6,18,4,5,3,9,21,6,16,1,5,16,20,10,8,20,2,1,9,2,6,5,14,3,1,4,16,25,1,8,11,8,3,4,3,8,2,2,7,8,24,11,6,2,5,5,4,3,4,11,11,4,1,11,5,10,1,6,5,3,4,16,2,9,2,7,14,5,10,2,12,4,12,5,15,3,6,2,20,4,2,3,12,5,6,10,1,5,7,22,13,11,2,9,5,9,13,10,14,2,13,5,24,5,8,10,12,8,1,11,5,8,12,8,12,20,1,6,8,12,12,15,8,4,3,13,10,18,6,4,22,7,11,10,16,19,21,7,15,3,21,12,9,10,0,14,1,3,4,1,18,2,2,1,6,8,7,8,8,12,6,9,11
152,14,12,17,22,21,16,8,24,11,9,11,23,26,20,22,12,11,30,26,16,8,26,12,14,22,15,9,8,20,12,13,17,20,11,13,8,20,14,12,17,12,9,12,12,20,6,29,8,9,12,12,10,11,12,11,8,7,11,12,23,10,22,13,8,9,12,10,31,11,10,13,20,16,9,8,12,18,16,18,8,7,11,18,13,26,11,12,12,17,9,19,22,14,12,19,28,8,6,13,9,9,5,18,24,26,15,15,9,31,9,6,9,17,6,14,23,9,10,19,21,17,25,14,10,14,18,19,9,10,10,15,24,21,23,12,15,27,7,8,22,2,24,26,14,7,11,25,24,14,6,14,0,14,12,10,13,24,12,14,13,8,10,7,8,7,6,18,14,3
153,9,4,4,8,17,9,6,18,4,6,3,9,20,6,16,2,6,17,21,10,8,20,2,1,9,2,6,6,15,3,1,3,15,23,2,8,11,8,3,4,4,8,2,1,7,9,25,11,6,3,4,6,4,4,4,12,11,4,1,10,5,9,1,6,5,3,4,15,3,8,2,7,14,5,12,2,12,4,12,5,15,3,6,2,21,4,2,4,11,5,6,11,1,5,7,22,13,11,2,10,6,9,12,10,13,2,13,6,24,5,9,10,12,8,1,10,5,8,12,8,12,20,1,6,8,12,12,15,8,4,4,12,10,18,6,4,21,8,11,9,15,18,21,8,17,4,21,11,9,9,1,14,0,3,4,2,18,2,2,1,7,8,7,8,9,12,6,10,11
154,8,2,7,10,19,8,7,18,3,3,2,11,18,8,14,2,4,19,18,9,6,20,1,3,12,4,4,3,13,2,2,6,15,21,2,6,12,7,2,6,2,9,2,2,8,6,23,8,7,2,6,4,3,2,4,9,8,3,2,13,2,12,2,4,3,4,3,19,2,9,2,10,16,3,9,1,12,6,12,3,12,2,8,2,19,4,1,2,10,3,9,12,3,4,8,21,11,8,2,10,3,6,12,12,16,4,14,3,24,3,6,11,11,6,2,14,2,5,11,10,11,20,3,6,7,11,12,16,8,3,4,14,11,17,6,5,20,5,9,12,13,17,20,7,14,2,20,14,8,11,3,12,3,0,2,2,17,2,4,2,4,6,4,6,6,9,7,8,9
155,7,2,8,13,18,7,7,17,3,2,2,12,19,10,13,3,4,21,20,8,4,19,2,5,13,6,2,2,13,2,4,7,14,20,3,4,13,6,2,8,2,10,3,3,10,4,22,7,8,2,6,3,3,3,3,8,7,3,4,14,1,13,4,2,2,4,3,21,2,10,3,10,16,2,8,2,10,7,11,2,10,2,10,4,20,3,3,2,10,3,10,12,5,4,10,21,9,7,4,11,2,5,11,13,17,5,15,2,24,2,4,11,10,7,4,16,1,4,11,12,10,20,4,8,7,11,13,16,10,2,6,16,12,16,5,5,19,4,7,14,11,18,18,6,12,2,20,16,8,11,4,10,4,2,0,4,17,3,6,4,3,4,4,4,5,8,8,8,7
156,8,2,5,9,19,8,7,17,3,5,2,10,19,6,14,1,4,18,20,8,8,18,2,2,9,2,6,5,14,2,1,4,15,24,1,8,13,7,2,5,2,10,1,2,8,8,22,10,7,2,6,5,3,2,3,10,10,3,2,11,4,10,2,6,5,4,3,17,2,10,1,8,16,5,10,2,11,4,11,5,14,2,6,1,20,3,1,2,10,5,6,10,1,4,8,20,13,10,1,10,4,8,12,10,13,2,14,5,24,4,8,11,10,7,2,11,4,7,11,9,10,20,2,7,8,12,13,16,9,3,2,12,10,17,6,4,20,7,10,10,14,18,20,7,16,2,20,12,8,10,1,13,2,2,4,0,17,1,2,1,6,8,6,8,8,11,7,8,11
157,10,15,18,14,36,11,24,2,16,16,19,14,2,14,4,19,14,14,4,9,16,2,17,19,14,20,16,16,4,20,18,22,5,26,18,17,30,11,16,16,16,26,18,19,26,21,6,16,25,16,23,15,15,16,14,17,19,15,19,29,16,14,19,16,16,22,15,30,19,27,19,24,34,16,16,17,7,22,7,16,18,15,18,16,2,14,18,15,7,20,14,9,19,14,24,4,17,18,17,28,16,21,7,14,27,19,33,16,7,15,20,28,8,24,18,10,16,15,10,14,7,2,18,24,10,9,31,32,26,15,16,14,8,1,12,22,3,18,18,14,24,2,2,11,18,15,4,10,10,28,18,24,18,17,17,17,0,18,17,18,17,15,20,17,17,18,24,10,24
158,8,3,6,10,18,8,7,18,4,4,2,10,20,7,15,1,5,19,20,9,7,19,1,2,10,3,5,4,14,2,1,4,15,22,1,7,12,7,3,5,3,9,2,2,7,7,22,10,6,2,5,4,4,3,4,10,9,4,1,11,4,10,1,5,4,3,4,18,2,9,1,8,16,4,10,1,12,4,12,4,14,3,7,2,20,4,1,3,11,4,7,10,2,5,8,22,12,9,2,10,4,7,12,11,15,3,13,4,25,4,7,10,11,7,1,12,4,6,12,10,11,20,2,6,8,12,12,16,8,3,3,13,10,17,6,4,20,6,10,10,13,18,21,8,15,3,21,13,9,10,2,12,2,2,3,1,18,0,3,1,6,7,6,7,8,10,6,9,10
159,8,4,4,7,18,8,7,18,4,6,4,8,18,5,14,2,5,16,19,9,9,20,4,1,8,2,7,6,13,4,2,4,14,24,2,10,12,7,4,3,4,10,2,2,8,9,22,12,8,3,6,7,4,3,5,12,12,4,2,11,6,8,2,7,6,4,4,15,4,10,3,7,15,6,13,4,11,4,11,6,16,4,5,2,20,4,3,4,10,6,5,9,1,4,8,20,14,12,2,10,6,10,12,8,12,2,14,6,23,6,10,11,10,9,2,10,6,8,11,7,10,20,2,7,7,12,14,16,9,5,2,11,9,17,5,4,20,9,12,9,17,17,20,7,17,4,19,10,8,11,2,14,2,4,6,2,17,3,0,2,8,9,8,9,10,13,7,8,12
